174,42,22,14,14,11,11,11,11,11,9,9,9,,,
175,22,14,14,14,14,14,14,14,11,11,11,11,11,,
176,45,15,14,14,14,14,14,10,10,10,9,7,,,
177,15,15,15,15,15,15,14,14,14,14,14,10,7,,
178,39,30,13,13,13,13,10,10,10,9,9,9,,,
179,26,15,15,15,13,13,13,13,13,13,10,10,10,,
180,42,21,21,14,14,14,9,9,9,9,9,9,,,
181,21,18,18,15,15,14,14,14,14,10,10,9,9,,
182,35,33,22,14,11,10,10,10,10,9,9,9,,,
183,26,18,18,15,13,13,13,13,13,13,10,9,9,,
184,45,18,14,14,14,14,14,14,14,9,9,5,,,
185,26,18,18,18,13,13,13,13,13,13,9,9,9,,
186,42,35,14,14,14,10,10,10,10,9,9,9,,,
187,35,14,14,14,14,14,14,14,14,10,10,10,10,,
188,45,30,22,11,11,11,11,11,9,9,9,9,,,
189,30,18,15,15,15,14,14,14,14,14,10,9,7,,
190,65,13,13,13,13,13,10,10,10,10,10,10,,,
191,35,15,15,15,14,14,14,14,14,14,10,10,7,,
192,66,18,11,11,11,11,11,11,11,11,11,9,,,
193,33,22,22,15,15,11,11,11,11,11,11,10,10,,
194,45,42,14,14,10,10,10,10,10,10,10,9,,,
195,35,26,15,14,13,13,13,13,13,13,9,9,9,,
196,55,35,14,11,11,10,10,10,10,10,10,10,,,
197,33,26,22,13,13,13,13,13,13,11,9,9,9,,
198,15,15,15,15,15,15,14,14,14,14,14,14,14,10,
199,39,21,21,15,14,13,13,13,13,10,9,9,9,,
200,21,15,14,14,14,14,14,14,14,14,14,14,14,10,
201,42,26,14,14,13,13,13,13,13,13,9,9,9,,
202,66,55,35,15,14,10,5,2,,,,,,,
203,66,35,22,15,14,11,11,11,6,6,6,,,,
204,42,30,30,21,15,15,10,10,10,7,7,7,,,
205,51,34,34,34,18,17,9,6,2,,,,,,
206,70,33,22,22,22,10,10,7,7,3,,,,,
207,70,33,22,15,15,15,11,7,7,6,6,,,,
208,65,39,39,18,15,9,6,6,6,5,,,,,
209,65,39,26,15,13,13,10,10,6,6,6,,,,
210,105,30,15,14,10,10,7,7,6,6,,,,,
211,105,14,14,14,10,10,10,9,9,9,7,,,,
212,54,50,27,25,25,9,6,6,5,5,,,,,
213,54,50,27,25,25,15,9,6,2,,,,,,
214,65,42,39,39,15,7,5,2,,,,,,,
215,77,35,30,11,11,11,10,10,7,7,6,,,,
216,54,54,54,9,9,9,9,6,6,6,,,,,
217,54,54,27,27,21,18,7,7,2,,,,,,
218,55,54,27,22,22,11,10,9,5,3,,,,,
219,55,54,27,18,15,11,11,9,9,5,5,,,,
220,110,35,15,15,11,7,7,7,7,6,,,,,
221,110,21,15,11,10,10,10,10,10,7,7,,,,
222,66,45,22,11,11,11,10,10,9,9,9,9,,,
223,66,45,30,22,11,11,11,9,6,6,6,,,,
224,70,42,21,14,10,10,10,10,10,10,10,7,,,
225,70,42,30,21,18,9,7,7,7,7,7,,,,
226,78,35,18,14,13,13,10,10,10,10,9,6,,,
227,63,50,25,25,18,10,10,7,7,7,5,,,,
228,114,19,19,19,18,15,9,5,5,5,,,,,
229,114,30,19,19,19,15,5,5,3,,,,,,
230,70,45,18,18,15,10,10,10,10,10,7,7,,,
231,115,69,23,10,6,6,2,,,,,,,,
232,66,55,50,25,25,5,3,3,,,,,,,
233,51,35,34,30,18,17,17,14,9,5,3,,,,
234,117,39,21,13,9,9,7,7,6,6,,,,,
235,117,26,14,13,13,13,9,9,7,7,7,,,,
236,63,55,18,18,15,15,11,11,9,7,7,7,,,
237,63,55,45,15,11,11,10,7,7,7,6,,,,
238,119,34,17,17,17,10,7,7,5,5,,,,,
239,77,42,42,18,11,11,11,9,6,6,6,,,,
240,66,54,27,22,18,18,11,11,11,2,,,,,
241,65,55,39,39,15,11,11,3,3,,,,,,
242,66,55,30,18,10,9,9,9,9,9,9,9,,,
243,66,55,45,21,9,9,9,9,7,7,6,,,,
244,77,45,22,22,14,11,11,10,10,9,7,6,,,
245,77,45,42,21,11,11,11,9,7,6,5,,,,
246,78,45,30,15,13,13,10,9,9,9,9,6,,,
247,78,45,42,21,13,13,9,7,7,7,5,,,,
248,70,54,27,18,18,10,10,9,9,9,7,7,,,
249,70,54,42,27,10,10,9,7,7,7,6,,,,
250,70,55,35,14,11,11,10,10,10,10,7,7,,,
251,70,55,35,30,14,11,11,7,7,6,5,,,,
252,66,33,14,14,14,14,14,14,14,11,11,11,11,11,
253,39,35,15,14,14,14,14,14,14,14,14,13,13,13,13
254,77,21,15,14,14,14,14,14,14,14,11,11,11,10,
255,39,22,22,22,18,18,18,13,13,13,13,11,11,11,11
